"id","study_id","sex","race","T_TOCA_breakrule","T_TOCA_harmpro","T_TOCA_breakthg","T_TOCA_takeprop","T_TOCA_fight","T_TOCA_lies","T_TOCA_yell","T_TOCA_stub","T_TOCA_teas","hs"
"PIRC1_661230","PIRC1","male","black",1,0,1,1,0,1,0,1,1,1
"PIRC1_661319","PIRC1","female","white",0,0,0,0,0,0,1,0,0,1
"PIRC1_662040","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_662360","PIRC1","female","black",1,0,1,1,0,1,1,1,1,1
"PIRC1_663440","PIRC1","female","black",0,0,0,0,0,1,0,1,0,1
"PIRC1_664040","PIRC1","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_664309","PIRC1","male","black",1,0,1,1,1,1,1,1,1,0
"PIRC1_664519","PIRC1","female","black",1,0,0,0,0,0,0,1,1,1
"PIRC1_665819","PIRC1","female","black",1,0,1,1,1,1,1,1,1,0
"PIRC1_666419","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_666850","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_667020","PIRC1","female","black",1,0,0,0,1,1,1,1,1,0
"PIRC1_66719","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_668250","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_668840","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_668920","PIRC1","male","black",1,NA,1,1,0,1,1,1,1,1
"PIRC1_669350","PIRC1","male","white",1,0,0,0,0,0,1,0,1,0
"PIRC1_669530","PIRC1","male","black",1,1,1,1,1,0,1,1,1,1
"PIRC1_669719","PIRC1","male","white",0,NA,0,0,0,0,0,0,0,1
"PIRC1_669840","PIRC1","female","black",1,0,0,1,0,0,0,1,1,1
"PIRC1_669860","PIRC1","female","black",1,NA,0,1,0,0,1,0,0,1
"PIRC1_669920","PIRC1","female","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_67020","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_670250","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_670540","PIRC1","male","black",1,1,0,0,0,0,1,1,1,1
"PIRC1_671150","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_671930","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_6730","PIRC1","female","black",0,0,0,0,0,0,0,1,0,0
"PIRC1_673030","PIRC1","male","white",NA,1,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_673560","PIRC1","male","white",0,1,0,0,0,0,0,1,0,0
"PIRC1_673630","PIRC1","male","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_673850","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_674340","PIRC1","female","black",1,NA,1,1,0,1,0,1,1,1
"PIRC1_674440","PIRC1","female","white",0,0,0,0,0,0,0,1,0,1
"PIRC1_675850","PIRC1","male","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_675930","PIRC1","female","black",0,0,0,0,0,0,0,0,1,0
"PIRC1_675940","PIRC1","female","black",1,1,0,0,0,0,0,1,1,1
"PIRC1_676660","PIRC1","female","white",0,0,0,0,1,0,1,1,0,1
"PIRC1_677099","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_677420","PIRC1","female","black",1,1,1,1,0,1,1,1,0,1
"PIRC1_677440","PIRC1","male","black",1,NA,0,1,1,0,1,1,1,1
"PIRC1_677560","PIRC1","female","white",1,1,1,1,1,1,1,1,1,1
"PIRC1_677570","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_677850","PIRC1","female","black",1,0,1,0,0,0,0,1,1,1
"PIRC1_678020","PIRC1","male","white",0,0,0,0,0,0,1,0,0,1
"PIRC1_678040","PIRC1","male","black",1,0,0,1,0,0,1,1,1,1
"PIRC1_678519","PIRC1","female","black",0,0,0,0,0,0,1,1,0,1
"PIRC1_678630","PIRC1","female","black",1,0,0,1,0,0,1,1,0,1
"PIRC1_678930","PIRC1","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_67930","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_679630","PIRC1","male","black",0,1,0,0,0,0,0,0,0,1
"PIRC1_680020","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_680250","PIRC1","female","black",1,1,0,0,1,1,1,1,1,1
"PIRC1_681019","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_681430","PIRC1","male","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_682020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_682240","PIRC1","female","black",1,1,1,1,0,1,1,1,1,1
"PIRC1_68230","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_682330","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_684440","PIRC1","male","white",1,NA,0,1,0,0,1,1,1,1
"PIRC1_685040","PIRC1","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC1_685720","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_685750","PIRC1","male","white",1,NA,0,1,0,1,0,1,1,0
"PIRC1_686030","PIRC1","female","black",1,1,1,1,0,1,1,1,1,1
"PIRC1_686130","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_68630","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_687230","PIRC1","female","black",1,0,1,1,0,1,1,0,1,1
"PIRC1_688530","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_688819","PIRC1","female","black",0,0,0,0,0,0,1,1,0,1
"PIRC1_688960","PIRC1","female","white",0,0,0,0,0,0,1,0,0,1
"PIRC1_689530","PIRC1","male","black",1,NA,0,0,0,0,0,1,0,1
"PIRC1_690150","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_690160","PIRC1","female","black",1,1,0,1,0,1,1,1,1,1
"PIRC1_691020","PIRC1","male","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_691220","PIRC1","female","white",1,0,0,0,0,0,0,1,1,1
"PIRC1_692840","PIRC1","male","black",1,1,1,1,0,1,0,1,0,1
"PIRC1_69440","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_694930","PIRC1","male","black",1,0,0,1,0,0,1,0,1,0
"PIRC1_695930","PIRC1","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_696030","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_69619","PIRC1","male","white",1,1,1,1,0,1,0,1,1,1
"PIRC1_697940","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_698840","PIRC1","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_698920","PIRC1","female","black",1,0,0,1,1,0,1,1,1,1
"PIRC1_699350","PIRC1","male","black",0,NA,0,0,0,0,0,0,0,0
"PIRC1_700020","PIRC1","female","black",1,1,0,0,0,0,1,1,1,1
"PIRC1_700050","PIRC1","male","white",1,NA,1,1,1,1,1,1,1,1
"PIRC1_700140","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_700619","PIRC1","male","white",1,1,0,0,0,1,1,1,1,1
"PIRC1_702020","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_702250","PIRC1","male","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_704630","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_705509","PIRC1","male","black",1,1,0,0,0,0,0,0,1,0
"PIRC1_705730","PIRC1","female","black",1,1,1,1,0,1,1,1,1,0
"PIRC1_705930","PIRC1","female","black",1,0,0,0,0,0,1,0,1,0
"PIRC1_706020","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_706520","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_706640","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_707440","PIRC1","male","black",0,0,0,1,0,0,0,0,1,1
"PIRC1_707460","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_707650","PIRC1","male","black",0,1,0,1,0,0,0,0,0,0
"PIRC1_707850","PIRC1","female","black",1,0,0,0,0,0,0,1,0,0
"PIRC1_708930","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_709050","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_710230","PIRC1","male","black",0,0,0,0,1,1,0,0,1,1
"PIRC1_710250","PIRC1","male","white",1,0,0,0,1,0,0,0,0,1
"PIRC1_712040","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_712270","PIRC1","female","white",1,NA,1,1,0,1,1,1,0,1
"PIRC1_714130","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_714360","PIRC1","male","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_714630","PIRC1","female","black",1,NA,0,1,1,1,1,1,1,1
"PIRC1_714930","PIRC1","male","black",1,NA,1,1,1,1,0,1,1,0
"PIRC1_715050","PIRC1","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC1_715840","PIRC1","female","white",0,0,1,1,0,0,0,0,0,1
"PIRC1_716850","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_716950","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_717030","PIRC1","female","white",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_717619","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_718060","PIRC1","female","white",1,0,0,0,0,0,0,0,1,0
"PIRC1_719060","PIRC1","male","white",1,0,1,0,0,1,0,1,0,0
"PIRC1_720119","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_720230","PIRC1","female","white",1,0,0,0,0,0,1,1,1,1
"PIRC1_720519","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_720530","PIRC1","female","black",1,NA,0,0,0,1,0,1,1,1
"PIRC1_720719","PIRC1","male","black",1,0,0,0,0,0,1,0,1,1
"PIRC1_721050","PIRC1","female","black",1,1,1,1,0,1,1,1,1,1
"PIRC1_721230","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_7219","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_722130","PIRC1","male","black",1,0,0,1,0,0,0,1,1,1
"PIRC1_723419","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_723550","PIRC1","female","white",0,0,0,0,0,0,1,0,0,1
"PIRC1_723840","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_725940","PIRC1","male","black",1,0,0,1,0,0,0,0,0,1
"PIRC1_726120","PIRC1","male","black",1,1,0,1,0,1,0,1,1,0
"PIRC1_726450","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_727520","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_727620","PIRC1","male","white",1,0,0,1,0,1,0,0,1,1
"PIRC1_727630","PIRC1","female","black",1,0,0,0,0,0,1,1,0,1
"PIRC1_728060","PIRC1","female","black",0,0,0,0,0,0,0,1,1,1
"PIRC1_728430","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_729470","PIRC1","male","black",1,0,1,0,0,1,1,1,0,0
"PIRC1_729730","PIRC1","female","black",0,1,0,0,0,1,1,1,0,0
"PIRC1_730920","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_731260","PIRC1","female","black",1,1,0,0,0,1,1,0,1,1
"PIRC1_731370","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_731840","PIRC1","female","black",1,1,0,0,0,0,0,0,0,0
"PIRC1_732120","PIRC1","female","black",0,0,0,1,0,0,0,0,0,0
"PIRC1_733560","PIRC1","female","white",0,1,0,0,0,0,0,0,0,1
"PIRC1_733570","PIRC1","male","black",0,0,0,0,0,1,0,0,0,1
"PIRC1_733730","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_734020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_735340","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_736450","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_736640","PIRC1","female","black",1,1,0,0,0,0,0,0,0,1
"PIRC1_736730","PIRC1","male","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_736750","PIRC1","male","black",1,0,0,0,0,1,1,1,1,1
"PIRC1_73730","PIRC1","male","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_738240","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_738770","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_739160","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_739360","PIRC1","female","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_739450","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_741440","PIRC1","male","black",1,0,1,1,1,1,1,1,0,0
"PIRC1_741920","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_742019","PIRC1","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_742130","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_742150","PIRC1","female","black",1,1,1,1,1,0,0,0,1,1
"PIRC1_743020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_743130","PIRC1","male","white",1,1,1,1,0,1,1,1,1,1
"PIRC1_743250","PIRC1","male","white",1,1,1,1,1,1,1,1,1,1
"PIRC1_743840","PIRC1","female","white",1,NA,0,0,0,1,0,0,0,1
"PIRC1_744340","PIRC1","male","black",1,0,0,1,1,0,1,1,1,1
"PIRC1_745030","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_745430","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_745530","PIRC1","male","black",1,1,0,1,1,0,1,1,1,1
"PIRC1_746750","PIRC1","male","black",1,0,1,0,0,1,0,0,0,1
"PIRC1_746819","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,0
"PIRC1_747520","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_74840","PIRC1","female","white",0,0,0,0,0,0,1,1,0,1
"PIRC1_748740","PIRC1","female","black",1,0,0,1,0,0,1,1,1,1
"PIRC1_748930","PIRC1","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC1_749030","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_749530","PIRC1","female","black",0,1,0,0,0,0,1,1,0,1
"PIRC1_749720","PIRC1","female","black",0,NA,0,0,0,0,0,1,0,1
"PIRC1_749819","PIRC1","female","white",1,NA,0,1,0,1,1,1,0,1
"PIRC1_750119","PIRC1","female","black",1,1,0,0,1,1,1,1,1,1
"PIRC1_750220","PIRC1","female","white",1,NA,0,0,0,0,1,1,1,0
"PIRC1_750630","PIRC1","female","black",1,1,0,1,0,1,1,1,1,1
"PIRC1_751440","PIRC1","female","black",1,1,0,1,0,1,0,1,1,1
"PIRC1_751920","PIRC1","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_752020","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_752030","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_753130","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_75319","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_753320","PIRC1","female","black",0,0,0,0,1,1,0,1,1,1
"PIRC1_753850","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_753930","PIRC1","male","black",0,1,0,1,0,0,1,1,0,1
"PIRC1_754509","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_754650","PIRC1","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_754730","PIRC1","male","black",1,0,0,0,1,1,0,1,0,1
"PIRC1_754920","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_755020","PIRC1","female","black",1,1,0,1,0,1,1,1,1,1
"PIRC1_755750","PIRC1","male","white",1,NA,1,1,0,1,1,1,1,1
"PIRC1_756020","PIRC1","male","black",1,1,1,0,0,1,1,1,1,1
"PIRC1_756060","PIRC1","male","black",1,1,1,0,0,1,1,1,1,1
"PIRC1_757750","PIRC1","female","white",1,1,0,1,0,1,0,0,1,1
"PIRC1_757840","PIRC1","male","black",1,0,0,0,1,1,1,1,1,1
"PIRC1_758250","PIRC1","female","white",1,1,0,1,0,1,1,1,0,1
"PIRC1_758619","PIRC1","female","black",1,NA,0,0,0,1,0,1,1,1
"PIRC1_758920","PIRC1","female","black",0,0,0,0,0,0,1,1,1,1
"PIRC1_760220","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_760230","PIRC1","male","white",1,0,0,0,0,0,0,0,0,0
"PIRC1_76130","PIRC1","male","black",1,1,0,1,1,1,1,1,1,0
"PIRC1_761540","PIRC1","male","white",1,NA,1,1,1,1,1,1,1,1
"PIRC1_761630","PIRC1","female","black",1,0,0,0,1,0,1,1,0,1
"PIRC1_763020","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_763320","PIRC1","female","white",1,0,0,0,0,1,0,1,0,1
"PIRC1_763430","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_763830","PIRC1","female","black",1,NA,0,0,0,0,0,1,1,1
"PIRC1_765619","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_765919","PIRC1","female","black",1,0,1,1,1,0,1,1,1,1
"PIRC1_765940","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_766020","PIRC1","female","black",1,0,0,1,1,1,1,1,1,1
"PIRC1_766320","PIRC1","female","black",0,1,0,1,1,1,1,0,0,1
"PIRC1_766940","PIRC1","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC1_768350","PIRC1","female","black",1,0,0,0,1,0,1,0,1,1
"PIRC1_768430","PIRC1","female","black",1,0,0,0,0,1,1,1,1,1
"PIRC1_768530","PIRC1","female","black",1,0,0,0,0,0,0,1,1,1
"PIRC1_769050","PIRC1","female","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_769260","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_769450","PIRC1","male","black",1,1,1,1,1,1,0,1,1,0
"PIRC1_769550","PIRC1","male","black",1,0,0,0,0,0,0,1,1,1
"PIRC1_77030","PIRC1","female","white",1,NA,0,0,0,0,0,1,1,0
"PIRC1_770630","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_771230","PIRC1","male","black",1,1,0,0,1,1,0,1,1,1
"PIRC1_771320","PIRC1","male","black",0,0,0,0,0,1,0,1,0,1
"PIRC1_772440","PIRC1","male","black",0,NA,0,0,1,0,0,0,0,1
"PIRC1_773840","PIRC1","female","white",0,1,0,0,0,1,1,0,0,1
"PIRC1_773999","PIRC1","male","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_776530","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_776870","PIRC1","male","white",1,1,1,1,1,1,1,1,1,0
"PIRC1_777020","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_778020","PIRC1","female","black",0,0,0,0,0,0,1,0,0,1
"PIRC1_778270","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_778440","PIRC1","female","black",1,1,0,1,0,0,0,0,0,1
"PIRC1_778750","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_778940","PIRC1","male","black",1,0,0,1,0,1,1,0,1,0
"PIRC1_779019","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_779020","PIRC1","male","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_780220","PIRC1","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC1_780270","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_780920","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_781450","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_782630","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_782930","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_783420","PIRC1","male","black",1,0,0,1,0,1,0,0,1,0
"PIRC1_784840","PIRC1","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_785020","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_785170","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_785460","PIRC1","male","white",1,NA,1,1,1,1,1,1,1,0
"PIRC1_785640","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_785930","PIRC1","male","black",NA,1,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_786030","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_786530","PIRC1","female","black",1,1,0,1,0,0,1,1,1,1
"PIRC1_786719","PIRC1","female","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_786740","PIRC1","female","white",0,0,0,0,0,1,0,1,1,1
"PIRC1_787460","PIRC1","male","black",0,1,1,1,1,1,1,1,0,1
"PIRC1_787660","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_788520","PIRC1","female","black",1,NA,1,1,0,1,1,1,1,1
"PIRC1_78870","PIRC1","male","white",1,1,1,1,1,0,0,1,1,0
"PIRC1_789650","PIRC1","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC1_789920","PIRC1","female","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_790020","PIRC1","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC1_79040","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_790430","PIRC1","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_790530","PIRC1","female","black",1,1,1,1,0,0,1,1,1,1
"PIRC1_790550","PIRC1","female","black",1,NA,0,0,0,0,1,1,1,1
"PIRC1_790840","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_7909","PIRC1","female","black",1,NA,0,0,0,0,1,1,1,1
"PIRC1_791220","PIRC1","female","white",0,NA,0,0,0,0,0,1,0,1
"PIRC1_791920","PIRC1","male","white",1,1,0,0,0,1,1,1,0,1
"PIRC1_792020","PIRC1","male","white",1,NA,0,0,0,1,0,1,0,1
"PIRC1_792040","PIRC1","male","black",1,0,0,0,0,1,0,0,1,1
"PIRC1_792430","PIRC1","male","black",1,0,0,1,1,1,1,1,1,0
"PIRC1_792840","PIRC1","female","white",1,0,0,0,1,0,0,1,1,1
"PIRC1_793130","PIRC1","female","black",1,1,1,1,0,0,1,1,1,1
"PIRC1_793840","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_7940","PIRC1","male","white",1,0,1,1,0,1,1,1,1,1
"PIRC1_794130","PIRC1","female","black",1,0,0,0,0,0,1,1,1,1
"PIRC1_794350","PIRC1","male","white",1,0,1,1,1,1,0,0,0,0
"PIRC1_794840","PIRC1","male","white",0,1,1,1,0,0,1,1,1,1
"PIRC1_796450","PIRC1","female","black",NA,0,NA,NA,NA,NA,NA,NA,NA,1
"PIRC1_796830","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_796840","PIRC1","female","black",1,1,0,1,1,1,1,1,0,1
"PIRC1_796850","PIRC1","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC1_796930","PIRC1","male","white",0,0,0,0,0,0,0,1,0,0
"PIRC1_797020","PIRC1","male","white",1,1,0,1,1,0,1,1,1,1
"PIRC1_797440","PIRC1","male","black",1,1,1,1,1,1,1,1,0,1
"PIRC1_798750","PIRC1","female","black",1,NA,1,1,0,1,1,1,1,1
"PIRC1_800850","PIRC1","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_801550","PIRC1","female","black",1,1,0,0,0,1,1,0,1,1
"PIRC1_802130","PIRC1","female","black",1,NA,0,0,1,1,0,1,0,1
"PIRC1_804240","PIRC1","female","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_804450","PIRC1","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC1_804840","PIRC1","female","white",0,0,0,0,0,1,0,0,0,1
"PIRC1_805140","PIRC1","female","white",1,0,0,0,0,0,0,1,0,1
"PIRC1_805420","PIRC1","female","black",1,0,0,1,1,1,1,1,1,1
"PIRC1_806130","PIRC1","female","black",1,1,1,1,0,0,1,1,1,0
"PIRC1_80630","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_806420","PIRC1","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC1_807530","PIRC1","male","black",0,0,0,0,0,0,0,0,1,1
"PIRC1_807630","PIRC1","male","black",1,NA,0,0,1,1,1,1,1,1
"PIRC1_80819","PIRC1","male","white",1,1,1,0,1,1,1,1,0,1
"PIRC1_80830","PIRC1","male","black",1,0,1,0,1,0,1,1,1,1
"PIRC1_80840","PIRC1","female","black",1,1,1,1,1,1,1,1,1,0
"PIRC1_808430","PIRC1","male","white",1,0,1,1,1,1,1,1,1,0
"PIRC1_808819","PIRC1","male","black",1,0,1,1,0,0,1,1,0,1
"PIRC1_808920","PIRC1","male","black",1,0,1,1,0,0,1,1,0,1
"PIRC1_809050","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_80930","PIRC1","female","black",0,0,0,1,0,0,0,1,1,1
"PIRC1_809609","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_809840","PIRC1","male","black",1,1,1,1,0,1,1,1,1,1
"PIRC1_810340","PIRC1","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_810530","PIRC1","female","black",1,NA,0,0,0,1,1,1,0,1
"PIRC1_810630","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_810919","PIRC1","male","black",1,NA,1,1,1,1,1,1,1,1
"PIRC1_810940","PIRC1","female","black",0,1,0,1,0,1,0,1,0,1
"PIRC1_811450","PIRC1","male","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_811520","PIRC1","female","black",1,0,1,1,1,1,1,1,1,1
"PIRC1_81160","PIRC1","female","black",1,0,0,0,0,1,0,1,1,1
"PIRC1_812250","PIRC1","male","white",0,0,0,0,0,0,0,1,0,1
"PIRC1_812930","PIRC1","female","black",0,NA,0,0,0,0,0,0,0,1
"PIRC1_813040","PIRC1","male","black",1,0,1,1,0,1,1,1,1,1
"PIRC1_814130","PIRC1","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC1_814799","PIRC1","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC1_815350","PIRC1","male","white",0,0,0,0,0,0,0,1,1,1
"PIRC1_815999","PIRC1","male","white",1,0,0,0,0,0,0,1,0,0
"PIRC1_816150","PIRC1","male","black",NA,0,NA,NA,NA,NA,NA,NA,NA,0
"PIRC1_816360","PIRC1","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_816420","PIRC1","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC1_817140","PIRC1","male","white",0,NA,0,0,0,1,0,0,0,0
